4.999999999999999445e-01,3.999999999999999667e-01,1.000000000000000194e-01
9.599819013624251163e-01,3.218339952742445970e-02,7.834699110150321680e-03
9.982148329116429242e-01,1.450775926589769607e-03,3.343911617675107543e-04
9.998829163186931934e-01,1.033288161107239465e-04,1.375486519619257863e-05
9.999529368660766693e-01,4.649639943852202972e-05,5.667344850725877161e-07
9.999558715716256874e-01,4.410329879876667507e-05,2.512957545544033234e-08
9.999559945767364511e-01,4.400253705109565536e-05,2.886212332859243199e-09
9.999559997329308114e-01,4.399829447903315984e-05,1.972589990042435881e-09
9.999559999490948980e-01,4.399811584558497744e-05,1.935059555411391576e-09
9.999559999581580927e-01,4.399810832422444245e-05,1.933517669757505717e-09
9.999559999585380110e-01,4.399810800753760728e-05,1.933454315841860657e-09
9.999559999585539982e-01,4.399810799420343166e-05,1.933451712396245604e-09
9.999559999585546644e-01,4.399810799364203855e-05,1.933451605397582906e-09
9.999559999585546644e-01,4.399810799361843683e-05,1.933451600999485509e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600818686575e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600811254357e-09
9.999559999585546644e-01,4.399810799361749493e-05,1.933451600810945405e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810945405e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810931757e-09
9.999559999585546644e-01,4.399810799361733907e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361733907e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810931757e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361749493e-05,1.933451600810931757e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810945405e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810931757e-09
9.999559999585546644e-01,4.399810799361733907e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361733907e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810931757e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361749493e-05,1.933451600810931757e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810945405e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810931757e-09
9.999559999585546644e-01,4.399810799361733907e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361749493e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.999559999585546644e-01,4.399810799361742039e-05,1.933451600810938374e-09
9.989560440165998756e-01,1.043910109844178999e-03,4.587355604640397386e-08
9.979570893487897942e-01,2.041822243750935229e-03,1.088407459209189911e-06
9.969591649116651411e-01,3.037737510855976868e-03,3.097577479183848013e-06
9.959622986740775952e-01,4.031658938256780893e-03,6.042387665664312261e-06
9.949665176470335881e-01,5.023589577992596672e-03,9.892774973951156295e-06
9.939718479126355977e-01,6.013532506061637292e-03,1.461958130272522443e-05
9.929783146521621306e-01,7.001490821468205929e-03,2.019452636970510642e-05
9.919859421733008276e-01,7.987467645298892277e-03,2.659018140008214467e-05
9.909947539365694391e-01,8.971466119826890587e-03,3.377994360337850156e-05
9.900047725809409949e-01,9.953489407643630049e-03,4.173801141510409063e-05
9.890160199487029180e-01,1.093354069081694212e-02,5.043936048029460403e-05
9.880285171095680719e-01,1.191162317007479939e-02,5.985972035670258950e-05
9.870422843840694904e-01,1.288774006401429729e-02,6.997555191607631104e-05
9.994049940277446309e-01,5.915593500052829679e-04,3.446622249896704958e-06
9.999327685859190629e-01,6.706548560793753775e-05,1.659284732894677365e-07
9.999550210021403984e-01,4.496938735723605187e-05,9.610502199583548612e-09
9.999559587077551104e-01,4.403900399362887629e-05,2.288251425613688887e-09
9.999559982203891639e-01,4.399982993000232939e-05,1.949680615401733688e-09
9.999559998853155829e-01,4.399818049617826695e-05,1.934187669803006605e-09
9.999559999554687995e-01,4.399811104635578711e-05,1.933484749441693713e-09
9.999559999584245462e-01,4.399810812215372823e-05,1.933453084696742527e-09
9.999559999585497794e-01,4.399810799902950691e-05,1.933451666894339195e-09
9.999559999585542203e-01,4.399810799384524515e-05,1.933451603740738898e-09
9.999559999585551084e-01,4.399810799362702913e-05,1.933451600940323071e-09
9.999559999585551084e-01,4.399810799361780664e-05,1.933451600816626068e-09
